50400.0,36.90685,-76.089022,2.777777777777778e-05,2.864085302522694,5.565632578409787e-07,1.2683297161686716e-07
50400.0,36.95,-76.026834,0.0003055555555555556,4.9131018443640375,-1.2691245825168789e-06,-4.990357292050522e-06
50400.0,36.906783,-76.089084,0.0,4.5937065912490755,0.0,-0.0
50400.0,37.003,-76.283167,0.004111111111111111,4.293509959906051,3.4836240263436584e-05,-6.259478135699304e-05
50401.0,36.906783,-76.089084,0.0,4.5937065912490755,0.0,-0.0
50401.0,36.906823,-76.088757,2.777777777777778e-05,3.036872898470133,5.755335042640471e-07,4.839280706835821e-08
50401.0,36.906885,-76.089257,0.0,2.5132741228718345,0.0,0.0
50402.0,36.90685,-76.089022,2.777777777777778e-05,2.864085302522694,5.565632578409787e-07,1.2683297161686716e-07
50403.0,36.95,-76.026834,0.0003055555555555556,4.834562028024293,-7.757886443614726e-07,-5.054633179654881e-06
50403.0,36.971968,-75.981114,0.0025277777777777777,4.58323461573711,6.782638477174854e-06,-4.17787387855839e-05
50403.0,36.961958,-76.065422,0.004,1.8849555921538759,2.5751416197912276e-05,6.340376775301024e-05
50405.0,36.95,-76.026834,0.00025,4.836307357276287,-6.437576913567334e-07,-4.134716407856203e-06
50406.0,37.002833,-76.283667,0.004138888888888889,4.276056667386107,3.644104224500248e-05,-6.251845382799111e-05
50406.0,36.953731,-76.166107,0.0006666666666666666,1.6214108751027323,7.026797232876865e-07,1.1096881746490956e-05
50406.0,36.906868,-76.088832,0.0,2.5743606466916362,0.0,0.0
50409.0,36.90685,-76.089022,2.777777777777778e-05,3.2864549815053223,5.726422390445425e-07,-6.68315745374875e-08
50409.0,36.906783,-76.089067,0.0,4.399975044277705,0.0,-0.0
50409.0,36.90905,-76.327017,2.777777777777778e-05,2.5132741228718345,4.6818113100402047e-07,2.7212280198725616e-07
50410.0,36.95,-76.026834,0.0003055555555555556,4.883431247080134,-1.0835095433022894e-06,-5.018280964499256e-06
50410.0,36.906826,-76.088759,2.777777777777778e-05,2.8815385950426378,5.592454162739174e-07,1.19042959793841e-07
50411.0,36.906885,-76.089255,0.0,3.4609879067047555,0.0,-0.0
50412.0,36.95,-76.026834,0.00019444444444444443,4.783947479716457,-2.8963085088472225e-07,-3.2324469817206516e-06
